"filename", "language", "Python", "pip requirements", "CSV", "Log", "YAML", "BibTeX", "LaTeX", "comment", "blank", "total"
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\fem\finite_element_method.py", "Python", 408, 0, 0, 0, 0, 0, 0, 204, 134, 746
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\fem\geo_mesh.py", "Python", 168, 0, 0, 0, 0, 0, 0, 169, 62, 399
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\fem\materials.py", "Python", 345, 0, 0, 0, 0, 0, 0, 388, 103, 836
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\fem\solvers.py", "Python", 114, 0, 0, 0, 0, 0, 0, 79, 46, 239
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\parameters.py", "Python", 73, 0, 0, 0, 0, 0, 0, 1, 17, 91
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\utils\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\utils\log_config.py", "Python", 19, 0, 0, 0, 0, 0, 0, 4, 11, 34
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\utils\utils.py", "Python", 180, 0, 0, 0, 0, 0, 0, 205, 64, 449
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\visualization\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\visualization\plotting.py", "Python", 78, 0, 0, 0, 0, 0, 0, 18, 37, 133
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\fem\visualization\plotting_in_papers.py", "Python", 42, 0, 0, 0, 0, 0, 0, 9, 20, 71
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\graph\load_disp.csv", "CSV", 0, 0, 31, 0, 0, 0, 0, 0, 1, 32
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\graph\log\Incremental_Pressure_Applier_Graph_20250721_211614.log", "Log", 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\graph\log\PINN_Graph_20250721_211614.log", "Log", 0, 0, 0, 1925, 0, 0, 0, 0, 1, 1926
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250716_213009.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250717_140839.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250717_144357.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250717_151535.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250717_152148.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250717_153519.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250721_152439.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250721_152619.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250721_155051.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250721_201714.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250721_205409.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Mazars_Original_Damage_Torch_20250721_211614.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250716_213009.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250717_140839.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250717_144357.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250717_151535.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250717_152148.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250717_153519.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250721_152439.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250721_152619.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250721_155051.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250721_201714.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250721_205409.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\log\Quadrilinear_Concrete_20250721_211614.log", "Log", 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\pinn\load_disp.csv", "CSV", 0, 0, 31, 0, 0, 0, 0, 0, 1, 32
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\pinn\log\Incremental_Pressure_Applier_20250716_213009.log", "Log", 0, 0, 0, 9, 0, 0, 0, 0, 1, 10
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\pinn\log\Incremental_Pressure_Applier_20250717_153519.log", "Log", 0, 0, 0, 10, 0, 0, 0, 0, 1, 11
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\pinn\log\PINN_20250716_213009.log", "Log", 0, 0, 0, 69, 0, 0, 0, 0, 1, 70
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\log\pinn\log\PINN_20250717_153519.log", "Log", 0, 0, 0, 1953, 0, 0, 0, 0, 1, 1954
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\main.py", "Python", 94, 0, 0, 0, 0, 0, 0, 22, 37, 153
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\requirements.txt", "pip requirements", 0, 17, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pc_fem\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pc_fem\test_boundary_conditions.py", "Python", 16, 0, 0, 0, 0, 0, 0, 1, 7, 24
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pc_fem\test_damage.py", "Python", 160, 0, 0, 0, 0, 0, 0, 23, 54, 237
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pc_fem\test_damage_analysis.py", "Python", 22, 0, 0, 0, 0, 0, 0, 5, 13, 40
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pc_fem\test_finite_element_method.py", "Python", 27, 0, 0, 0, 0, 0, 0, 8, 13, 48
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pc_fem\test_geo_mesh.py", "Python", 11, 0, 0, 0, 0, 0, 0, 1, 6, 18
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pc_fem\test_materials.py", "Python", 22, 0, 0, 0, 0, 0, 0, 6, 8, 36
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pc_fem\test_utils.py", "Python", 25, 0, 0, 0, 0, 0, 0, 1, 12, 38
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pinn\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"c:\Research\OneDrive - Marquette University\FRP3DPC\FEM\3DPC\pc\test\pinn\test_pc_across.py", "Python", 133, 0, 0, 0, 0, 0, 0, 27, 33, 193
"Total", "-", 5608, 17, 252, 4490, 497, 250, 656, 5889, 1964, 19623
